Date,Price
"1923-09-29 00:00:00",87.97
"1923-10-31 00:00:00",88.53
"1923-11-30 00:00:00",92.34
"1923-12-31 00:00:00",95.52
"1924-01-31 00:00:00",100.66
"1924-02-29 00:00:00",97.69
"1924-03-31 00:00:00",92.28
"1924-04-30 00:00:00",90.63
"1924-05-31 00:00:00",89.9
"1924-06-30 00:00:00",96.37
"1924-07-31 00:00:00",102.14
"1924-08-30 00:00:00",104.14
"1924-09-30 00:00:00",103.16
"1924-10-31 00:00:00",104.06
"1924-11-29 00:00:00",111.1
"1924-12-31 00:00:00",120.51
"1925-01-31 00:00:00",123.49
"1925-02-28 00:00:00",122.24
"1925-03-31 00:00:00",116.75
"1925-04-30 00:00:00",120.01
"1925-05-29 00:00:00",129.95
"1925-06-30 00:00:00",131.01
"1925-07-31 00:00:00",133.81
"1925-08-31 00:00:00",141.18
"1925-09-30 00:00:00",143.46
"1925-10-31 00:00:00",155.65
"1925-11-30 00:00:00",151.08
"1925-12-31 00:00:00",151.08
"1926-01-30 00:00:00",157.35
"1926-02-27 00:00:00",154.68
"1926-03-31 00:00:00",140.46
"1926-04-30 00:00:00",143.71
"1926-05-28 00:00:00",143.43
"1926-06-30 00:00:00",153.04
"1926-07-31 00:00:00",160.18
"1926-08-31 00:00:00",162.51
"1926-09-30 00:00:00",158.19
"1926-10-30 00:00:00",150.76
"1926-11-30 00:00:00",156.55
"1926-12-31 00:00:00",157.2
"1927-01-31 00:00:00",156.41
"1927-02-28 00:00:00",161.96
"1927-03-31 00:00:00",160.08
"1927-04-30 00:00:00",164.64
"1927-05-31 00:00:00",172.96
"1927-06-30 00:00:00",166.23
"1927-07-30 00:00:00",181.4
"1927-08-31 00:00:00",189.79
"1927-09-30 00:00:00",197.59
"1927-10-31 00:00:00",181.73
"1927-11-30 00:00:00",198.21
"1927-12-31 00:00:00",200.7
"1928-01-31 00:00:00",198.59
"1928-02-29 00:00:00",194.78
"1928-03-31 00:00:00",214.45
"1928-04-30 00:00:00",211.63
"1928-05-31 00:00:00",219.81
"1928-06-30 00:00:00",210.37
"1928-07-31 00:00:00",216
"1928-08-31 00:00:00",240.41
"1928-09-29 00:00:00",237.38
"1928-10-31 00:00:00",252.16
"1928-11-30 00:00:00",293.38
"1928-12-31 00:00:00",300
"1929-01-31 00:00:00",317.51
"1929-02-28 00:00:00",317.41
"1929-03-28 00:00:00",308.85
"1929-04-30 00:00:00",319.29
"1929-05-31 00:00:00",297.41
"1929-06-29 00:00:00",333.79
"1929-07-31 00:00:00",347.7
"1929-08-30 00:00:00",380.33
"1929-09-30 00:00:00",343.45
"1929-10-31 00:00:00",273.51
"1929-11-27 00:00:00",238.95
"1929-12-31 00:00:00",248.48
"1930-01-31 00:00:00",267.14
"1930-02-28 00:00:00",271.11
"1930-03-31 00:00:00",286.1
"1930-04-30 00:00:00",279.23
"1930-05-29 00:00:00",275.07
"1930-06-30 00:00:00",226.34
"1930-07-31 00:00:00",233.99
"1930-08-29 00:00:00",240.42
"1930-09-30 00:00:00",204.9
"1930-10-31 00:00:00",183.35
"1930-11-29 00:00:00",183.39
"1930-12-31 00:00:00",164.58
"1931-01-31 00:00:00",167.55
"1931-02-28 00:00:00",189.66
"1931-03-31 00:00:00",172.36
"1931-04-30 00:00:00",151.19
"1931-05-29 00:00:00",128.46
"1931-06-30 00:00:00",150.18
"1931-07-31 00:00:00",135.39
"1931-08-31 00:00:00",139.41
"1931-09-30 00:00:00",96.61
"1931-10-31 00:00:00",105.43
"1931-11-30 00:00:00",93.87
"1931-12-31 00:00:00",77.9
"1932-01-30 00:00:00",76.19
"1932-02-29 00:00:00",81.44
"1932-03-31 00:00:00",73.28
"1932-04-30 00:00:00",56.11
"1932-05-31 00:00:00",44.74
"1932-06-30 00:00:00",42.84
"1932-07-30 00:00:00",54.26
"1932-08-31 00:00:00",73.16
"1932-09-30 00:00:00",71.56
"1932-10-31 00:00:00",61.9
"1932-11-30 00:00:00",56.35
"1932-12-31 00:00:00",59.93
"1933-01-31 00:00:00",60.9
"1933-02-28 00:00:00",51.39
"1933-03-31 00:00:00",55.4
"1933-04-29 00:00:00",77.66
"1933-05-31 00:00:00",88.11
"1933-06-30 00:00:00",98.14
"1933-07-31 00:00:00",90.77
"1933-08-31 00:00:00",102.41
"1933-09-30 00:00:00",94.82
"1933-10-31 00:00:00",88.16
"1933-11-29 00:00:00",98.14
"1933-12-30 00:00:00",99.9
"1934-01-31 00:00:00",107.22
"1934-02-28 00:00:00",103.46
"1934-03-31 00:00:00",101.85
"1934-04-30 00:00:00",100.49
"1934-05-31 00:00:00",94
"1934-06-30 00:00:00",95.72
"1934-07-31 00:00:00",88.05
"1934-08-31 00:00:00",92.86
"1934-09-29 00:00:00",92.63
"1934-10-31 00:00:00",93.36
"1934-11-30 00:00:00",102.94
"1934-12-31 00:00:00",104.04
"1935-01-31 00:00:00",101.69
"1935-02-28 00:00:00",102.38
"1935-03-30 00:00:00",100.81
"1935-04-30 00:00:00",109.45
"1935-05-31 00:00:00",110.64
"1935-06-29 00:00:00",118.21
"1935-07-31 00:00:00",126.23
"1935-08-31 00:00:00",127.89
"1935-09-30 00:00:00",131.92
"1935-10-31 00:00:00",139.74
"1935-11-30 00:00:00",142.35
"1935-12-31 00:00:00",144.13
"1936-01-31 00:00:00",149.49
"1936-02-29 00:00:00",152.15
"1936-03-31 00:00:00",156.34
"1936-04-30 00:00:00",145.67
"1936-05-29 00:00:00",152.64
"1936-06-30 00:00:00",157.69
"1936-07-31 00:00:00",164.86
"1936-08-31 00:00:00",166.29
"1936-09-30 00:00:00",167.82
"1936-10-31 00:00:00",177.19
"1936-11-30 00:00:00",183.22
"1936-12-31 00:00:00",179.9
"1937-01-30 00:00:00",185.74
"1937-02-27 00:00:00",187.3
"1937-03-31 00:00:00",186.41
"1937-04-30 00:00:00",174.27
"1937-05-28 00:00:00",174.71
"1937-06-30 00:00:00",169.32
"1937-07-31 00:00:00",185.61
"1937-08-31 00:00:00",177.41
"1937-09-30 00:00:00",154.57
"1937-10-30 00:00:00",138.17
"1937-11-30 00:00:00",123.48
"1937-12-31 00:00:00",120.85
"1938-01-31 00:00:00",121.87
"1938-02-28 00:00:00",129.64
"1938-03-31 00:00:00",98.95
"1938-04-30 00:00:00",111.28
"1938-05-31 00:00:00",107.74
"1938-06-30 00:00:00",133.88
"1938-07-30 00:00:00",141.25
"1938-08-31 00:00:00",139.27
"1938-09-30 00:00:00",141.45
"1938-10-31 00:00:00",151.73
"1938-11-30 00:00:00",149.82
"1938-12-31 00:00:00",154.76
"1939-01-31 00:00:00",143.76
"1939-02-28 00:00:00",147.3
"1939-03-31 00:00:00",131.84
"1939-04-29 00:00:00",128.45
"1939-05-31 00:00:00",138.18
"1939-06-30 00:00:00",130.63
"1939-07-31 00:00:00",143.26
"1939-08-31 00:00:00",134.41
"1939-09-30 00:00:00",152.54
"1939-10-31 00:00:00",151.88
"1939-11-30 00:00:00",145.69
"1939-12-30 00:00:00",150.24
"1940-01-31 00:00:00",145.33
"1940-02-29 00:00:00",146.54
"1940-03-30 00:00:00",147.95
"1940-04-30 00:00:00",148.43
"1940-05-31 00:00:00",116.22
"1940-06-29 00:00:00",121.87
"1940-07-31 00:00:00",126.14
"1940-08-31 00:00:00",129.42
"1940-09-30 00:00:00",132.64
"1940-10-31 00:00:00",134.61
"1940-11-30 00:00:00",131
"1940-12-31 00:00:00",131.13
"1941-01-31 00:00:00",124.13
"1941-02-28 00:00:00",121.97
"1941-03-31 00:00:00",122.72
"1941-04-30 00:00:00",115.54
"1941-05-31 00:00:00",115.76
"1941-06-30 00:00:00",123.14
"1941-07-31 00:00:00",128.79
"1941-08-30 00:00:00",127.7
"1941-09-30 00:00:00",126.82
"1941-10-31 00:00:00",117.82
"1941-11-29 00:00:00",114.23
"1941-12-31 00:00:00",110.96
"1942-01-31 00:00:00",109.11
"1942-02-28 00:00:00",106.79
"1942-03-31 00:00:00",99.53
"1942-04-30 00:00:00",95.35
"1942-05-29 00:00:00",100.88
"1942-06-30 00:00:00",103.34
"1942-07-31 00:00:00",105.72
"1942-08-31 00:00:00",106.33
"1942-09-30 00:00:00",109.11
"1942-10-31 00:00:00",114.07
"1942-11-30 00:00:00",114.5
"1942-12-31 00:00:00",119.4
"1943-01-30 00:00:00",125.58
"1943-02-27 00:00:00",130.11
"1943-03-31 00:00:00",136.57
"1943-04-30 00:00:00",135.48
"1943-05-29 00:00:00",142.06
"1943-06-30 00:00:00",143.38
"1943-07-31 00:00:00",135.95
"1943-08-31 00:00:00",136.62
"1943-09-30 00:00:00",140.12
"1943-10-30 00:00:00",138.27
"1943-11-30 00:00:00",129.57
"1943-12-31 00:00:00",135.89
"1944-01-31 00:00:00",137.4
"1944-02-29 00:00:00",136.3
"1944-03-31 00:00:00",138.84
"1944-04-29 00:00:00",136.23
"1944-05-31 00:00:00",142.24
"1944-06-30 00:00:00",148.38
"1944-07-31 00:00:00",146.11
"1944-08-31 00:00:00",146.99
"1944-09-30 00:00:00",146.73
"1944-10-31 00:00:00",146.53
"1944-11-30 00:00:00",147.33
"1944-12-30 00:00:00",152.32
"1945-01-31 00:00:00",153.67
"1945-02-28 00:00:00",160.4
"1945-03-31 00:00:00",154.41
"1945-04-30 00:00:00",165.44
"1945-05-31 00:00:00",168.3
"1945-06-30 00:00:00",165.29
"1945-07-31 00:00:00",162.88
"1945-08-31 00:00:00",174.29
"1945-09-29 00:00:00",181.71
"1945-10-31 00:00:00",186.6
"1945-11-30 00:00:00",191.46
"1945-12-31 00:00:00",192.91
"1946-01-31 00:00:00",204.67
"1946-02-28 00:00:00",190.09
"1946-03-30 00:00:00",199.75
"1946-04-30 00:00:00",206.77
"1946-05-31 00:00:00",212.28
"1946-06-28 00:00:00",205.62
"1946-07-31 00:00:00",201.56
"1946-08-30 00:00:00",189.19
"1946-09-30 00:00:00",172.42
"1946-10-31 00:00:00",169.15
"1946-11-30 00:00:00",169.8
"1946-12-31 00:00:00",177.2
"1947-01-31 00:00:00",180.44
"1947-02-28 00:00:00",178.9
"1947-03-31 00:00:00",177.2
"1947-04-30 00:00:00",170.64
"1947-05-29 00:00:00",169.25
"1947-06-30 00:00:00",177.3
"1947-07-31 00:00:00",183.18
"1947-08-29 00:00:00",178.85
"1947-09-30 00:00:00",177.49
"1947-10-31 00:00:00",181.81
"1947-11-29 00:00:00",179.4
"1947-12-31 00:00:00",181.16
"1948-01-31 00:00:00",175.05
"1948-02-28 00:00:00",167.3
"1948-03-31 00:00:00",177.2
"1948-04-30 00:00:00",180.51
"1948-05-28 00:00:00",190.74
"1948-06-30 00:00:00",189.46
"1948-07-30 00:00:00",181.33
"1948-08-31 00:00:00",181.71
"1948-09-30 00:00:00",178.3
"1948-10-30 00:00:00",188.62
"1948-11-30 00:00:00",171.2
"1948-12-31 00:00:00",177.3
"1949-01-31 00:00:00",179.12
"1949-02-28 00:00:00",173.06
"1949-03-31 00:00:00",177.1
"1949-04-30 00:00:00",174.16
"1949-05-31 00:00:00",168.36
"1949-06-30 00:00:00",167.42
"1949-07-29 00:00:00",175.92
"1949-08-31 00:00:00",178.66
"1949-09-30 00:00:00",182.51
"1949-10-31 00:00:00",189.54
"1949-11-30 00:00:00",191.55
"1949-12-31 00:00:00",200.13
"1950-01-31 00:00:00",201.79
"1950-02-28 00:00:00",203.44
"1950-03-31 00:00:00",206.05
"1950-04-29 00:00:00",214.33
"1950-05-31 00:00:00",223.42
"1950-06-30 00:00:00",209.11
"1950-07-31 00:00:00",209.4
"1950-08-31 00:00:00",216.87
"1950-09-29 00:00:00",226.36
"1950-10-31 00:00:00",225.01
"1950-11-30 00:00:00",227.6
"1950-12-30 00:00:00",235.41
"1951-01-31 00:00:00",248.83
"1951-02-28 00:00:00",252.05
"1951-03-31 00:00:00",247.94
"1951-04-30 00:00:00",259.13
"1951-05-31 00:00:00",249.65
"1951-06-29 00:00:00",242.64
"1951-07-31 00:00:00",257.86
"1951-08-31 00:00:00",270.25
"1951-09-28 00:00:00",271.16
"1951-10-31 00:00:00",262.35
"1951-11-30 00:00:00",261.27
"1951-12-31 00:00:00",269.23
"1952-01-31 00:00:00",270.69
"1952-02-29 00:00:00",260.08
"1952-03-31 00:00:00",269.46
"1952-04-30 00:00:00",257.63
"1952-05-29 00:00:00",262.94
"1952-06-30 00:00:00",274.26
"1952-07-31 00:00:00",279.56
"1952-08-29 00:00:00",275.04
"1952-09-30 00:00:00",270.61
"1952-10-31 00:00:00",269.23
"1952-11-28 00:00:00",283.66
"1952-12-31 00:00:00",291.9
"1953-01-30 00:00:00",289.77
"1953-02-27 00:00:00",284.27
"1953-03-31 00:00:00",279.87
"1953-04-30 00:00:00",274.75
"1953-05-29 00:00:00",272.28
"1953-06-30 00:00:00",268.26
"1953-07-31 00:00:00",275.38
"1953-08-31 00:00:00",261.22
"1953-09-30 00:00:00",264.04
"1953-10-30 00:00:00",275.81
"1953-11-30 00:00:00",281.37
"1953-12-31 00:00:00",280.9
"1954-01-29 00:00:00",292.39
"1954-02-26 00:00:00",294.54
"1954-03-31 00:00:00",303.51
"1954-04-30 00:00:00",319.33
"1954-05-28 00:00:00",327.49
"1954-06-30 00:00:00",333.53
"1954-07-30 00:00:00",347.92
"1954-08-31 00:00:00",335.8
"1954-09-30 00:00:00",360.46
"1954-10-29 00:00:00",352.14
"1954-11-30 00:00:00",386.77
"1954-12-31 00:00:00",404.39
"1955-01-31 00:00:00",408.83
"1955-02-28 00:00:00",411.87
"1955-03-31 00:00:00",409.7
"1955-04-29 00:00:00",425.65
"1955-05-31 00:00:00",424.86
"1955-06-30 00:00:00",451.38
"1955-07-29 00:00:00",465.85
"1955-08-31 00:00:00",468.18
"1955-09-30 00:00:00",466.62
"1955-10-31 00:00:00",454.87
"1955-11-30 00:00:00",483.26
"1955-12-30 00:00:00",488.4
"1956-01-31 00:00:00",470.74
"1956-02-29 00:00:00",483.65
"1956-03-29 00:00:00",511.79
"1956-04-30 00:00:00",516.12
"1956-05-31 00:00:00",478.05
"1956-06-29 00:00:00",492.78
"1956-07-31 00:00:00",517.81
"1956-08-31 00:00:00",502.04
"1956-09-28 00:00:00",475.25
"1956-10-31 00:00:00",479.85
"1956-11-30 00:00:00",472.78
"1956-12-31 00:00:00",499.47
"1957-01-31 00:00:00",479.16
"1957-02-28 00:00:00",464.62
"1957-03-29 00:00:00",474.81
"1957-04-30 00:00:00",494.36
"1957-05-31 00:00:00",504.93
"1957-06-28 00:00:00",503.29
"1957-07-31 00:00:00",508.52
"1957-08-30 00:00:00",484.35
"1957-09-30 00:00:00",456.3
"1957-10-31 00:00:00",441.04
"1957-11-29 00:00:00",449.87
"1957-12-31 00:00:00",435.69
"1958-01-31 00:00:00",450.02
"1958-02-28 00:00:00",439.92
"1958-03-31 00:00:00",446.76
"1958-04-30 00:00:00",455.86
"1958-05-29 00:00:00",462.7
"1958-06-30 00:00:00",478.18
"1958-07-31 00:00:00",502.99
"1958-08-29 00:00:00",508.63
"1958-09-30 00:00:00",532.09
"1958-10-31 00:00:00",543.22
"1958-11-28 00:00:00",557.46
"1958-12-31 00:00:00",583.65
"1959-01-30 00:00:00",593.96
"1959-02-27 00:00:00",603.5
"1959-03-31 00:00:00",601.71
"1959-04-30 00:00:00",623.75
"1959-05-29 00:00:00",643.79
"1959-06-30 00:00:00",643.6
"1959-07-31 00:00:00",674.88
"1959-08-31 00:00:00",664.41
"1959-09-30 00:00:00",631.68
"1959-10-30 00:00:00",646.6
"1959-11-30 00:00:00",659.18
"1959-12-31 00:00:00",679.36
"1960-01-29 00:00:00",622.62
"1960-02-29 00:00:00",630.12
"1960-03-31 00:00:00",616.59
"1960-04-29 00:00:00",601.7
"1960-05-31 00:00:00",625.5
"1960-06-30 00:00:00",640.62
"1960-07-29 00:00:00",616.73
"1960-08-31 00:00:00",625.99
"1960-09-30 00:00:00",580.14
"1960-10-31 00:00:00",580.36
"1960-11-30 00:00:00",597.22
"1960-12-30 00:00:00",615.89
"1961-01-31 00:00:00",648.2
"1961-02-28 00:00:00",662.08
"1961-03-30 00:00:00",676.63
"1961-04-28 00:00:00",678.71
"1961-05-31 00:00:00",696.72
"1961-06-30 00:00:00",683.96
"1961-07-31 00:00:00",705.37
"1961-08-31 00:00:00",719.94
"1961-09-29 00:00:00",701.21
"1961-10-31 00:00:00",703.92
"1961-11-30 00:00:00",721.6
"1961-12-29 00:00:00",731.14
"1962-01-31 00:00:00",700
"1962-02-28 00:00:00",708.05
"1962-03-30 00:00:00",706.95
"1962-04-30 00:00:00",665.33
"1962-05-31 00:00:00",613.36
"1962-06-29 00:00:00",561.28
"1962-07-31 00:00:00",597.93
"1962-08-31 00:00:00",609.18
"1962-09-28 00:00:00",578.98
"1962-10-31 00:00:00",589.77
"1962-11-30 00:00:00",649.3
"1962-12-31 00:00:00",652.1
"1963-01-31 00:00:00",682.85
"1963-02-28 00:00:00",662.94
"1963-03-29 00:00:00",682.52
"1963-04-30 00:00:00",717.7
"1963-05-31 00:00:00",726.96
"1963-06-28 00:00:00",706.88
"1963-07-31 00:00:00",695.43
"1963-08-30 00:00:00",729.32
"1963-09-30 00:00:00",732.79
"1963-10-31 00:00:00",755.23
"1963-11-29 00:00:00",750.52
"1963-12-31 00:00:00",762.95
"1964-01-31 00:00:00",785.34
"1964-02-28 00:00:00",800.14
"1964-03-31 00:00:00",813.29
"1964-04-30 00:00:00",810.77
"1964-05-28 00:00:00",820.56
"1964-06-30 00:00:00",831.5
"1964-07-31 00:00:00",841.1
"1964-08-31 00:00:00",838.48
"1964-09-30 00:00:00",875.37
"1964-10-30 00:00:00",873.08
"1964-11-30 00:00:00",875.43
"1964-12-31 00:00:00",874.13
"1965-01-29 00:00:00",902.86
"1965-02-26 00:00:00",903.48
"1965-03-31 00:00:00",889.05
"1965-04-30 00:00:00",922.31
"1965-05-28 00:00:00",918.04
"1965-06-30 00:00:00",868.03
"1965-07-30 00:00:00",881.74
"1965-08-31 00:00:00",893.1
"1965-09-30 00:00:00",930.58
"1965-10-29 00:00:00",960.82
"1965-11-30 00:00:00",946.71
"1965-12-31 00:00:00",969.26
"1966-01-31 00:00:00",983.51
"1966-02-28 00:00:00",951.89
"1966-03-31 00:00:00",924.77
"1966-04-29 00:00:00",933.68
"1966-05-31 00:00:00",884.07
"1966-06-30 00:00:00",870.1
"1966-07-29 00:00:00",847.38
"1966-08-31 00:00:00",788.41
"1966-09-30 00:00:00",774.22
"1966-10-31 00:00:00",807.07
"1966-11-30 00:00:00",791.59
"1966-12-30 00:00:00",785.69
"1967-01-31 00:00:00",849.89
"1967-02-28 00:00:00",839.37
"1967-03-31 00:00:00",865.98
"1967-04-28 00:00:00",897.05
"1967-05-31 00:00:00",852.56
"1967-06-30 00:00:00",860.26
"1967-07-31 00:00:00",904.24
"1967-08-31 00:00:00",901.29
"1967-09-29 00:00:00",926.66
"1967-10-31 00:00:00",879.74
"1967-11-30 00:00:00",875.81
"1967-12-29 00:00:00",905.11
"1968-01-31 00:00:00",855.47
"1968-02-29 00:00:00",840.5
"1968-03-29 00:00:00",840.67
"1968-04-30 00:00:00",912.22
"1968-05-31 00:00:00",899
"1968-06-28 00:00:00",897.8
"1968-07-30 00:00:00",883
"1968-08-30 00:00:00",896.01
"1968-09-30 00:00:00",935.79
"1968-10-31 00:00:00",952.39
"1968-11-29 00:00:00",985.08
"1968-12-31 00:00:00",943.75
"1969-01-31 00:00:00",946.05
"1969-02-28 00:00:00",905.21
"1969-03-28 00:00:00",935.48
"1969-04-30 00:00:00",950.18
"1969-05-29 00:00:00",937.56
"1969-06-30 00:00:00",873.19
"1969-07-31 00:00:00",815.47
"1969-08-29 00:00:00",836.72
"1969-09-30 00:00:00",813.09
"1969-10-31 00:00:00",855.99
"1969-11-28 00:00:00",812.3
"1969-12-31 00:00:00",800.36
"1970-01-30 00:00:00",744.06
"1970-02-27 00:00:00",777.59
"1970-03-31 00:00:00",785.57
"1970-04-30 00:00:00",736.07
"1970-05-29 00:00:00",700.44
"1970-06-30 00:00:00",683.53
"1970-07-31 00:00:00",734.12
"1970-08-31 00:00:00",764.58
"1970-09-30 00:00:00",760.68
"1970-10-30 00:00:00",755.61
"1970-11-30 00:00:00",794.09
"1970-12-31 00:00:00",838.92
"1971-01-29 00:00:00",868.5
"1971-02-26 00:00:00",878.83
"1971-03-31 00:00:00",904.37
"1971-04-30 00:00:00",941.75
"1971-05-28 00:00:00",907.81
"1971-06-30 00:00:00",891.14
"1971-07-30 00:00:00",858.43
"1971-08-31 00:00:00",898.07
"1971-09-30 00:00:00",887.19
"1971-10-29 00:00:00",839
"1971-11-30 00:00:00",831.34
"1971-12-31 00:00:00",890.2
"1972-01-31 00:00:00",902.17
"1972-02-29 00:00:00",928.13
"1972-03-30 00:00:00",940.7
"1972-04-28 00:00:00",954.17
"1972-05-31 00:00:00",960.72
"1972-06-30 00:00:00",929.03
"1972-07-31 00:00:00",924.74
"1972-08-31 00:00:00",963.73
"1972-09-29 00:00:00",953.27
"1972-10-31 00:00:00",955.52
"1972-11-30 00:00:00",1018.21
"1972-12-29 00:00:00",1020.02
"1973-01-31 00:00:00",999.02
"1973-02-28 00:00:00",955.07
"1973-03-30 00:00:00",951.01
"1973-04-30 00:00:00",921.43
"1973-05-31 00:00:00",901.41
"1973-06-29 00:00:00",891.71
"1973-07-31 00:00:00",926.4
"1973-08-31 00:00:00",887.57
"1973-09-28 00:00:00",947.1
"1973-10-31 00:00:00",956.58
"1973-11-30 00:00:00",822.25
"1973-12-31 00:00:00",850.86
"1974-01-31 00:00:00",855.55
"1974-02-28 00:00:00",860.53
"1974-03-29 00:00:00",846.68
"1974-04-30 00:00:00",836.75
"1974-05-31 00:00:00",802.17
"1974-06-28 00:00:00",802.41
"1974-07-31 00:00:00",757.43
"1974-08-30 00:00:00",678.58
"1974-09-30 00:00:00",607.87
"1974-10-31 00:00:00",665.52
"1974-11-29 00:00:00",618.66
"1974-12-31 00:00:00",616.24
"1975-01-31 00:00:00",703.69
"1975-02-28 00:00:00",739.05
"1975-03-31 00:00:00",768.15
"1975-04-30 00:00:00",821.34
"1975-05-30 00:00:00",832.29
"1975-06-30 00:00:00",878.99
"1975-07-31 00:00:00",831.51
"1975-08-29 00:00:00",835.34
"1975-09-30 00:00:00",793.88
"1975-10-31 00:00:00",836.04
"1975-11-28 00:00:00",860.67
"1975-12-31 00:00:00",852.41
"1976-01-30 00:00:00",975.28
"1976-02-27 00:00:00",972.61
"1976-03-31 00:00:00",999.45
"1976-04-30 00:00:00",996.85
"1976-05-28 00:00:00",975.23
"1976-06-30 00:00:00",1002.78
"1976-07-30 00:00:00",984.64
"1976-08-31 00:00:00",973.74
"1976-09-30 00:00:00",990.19
"1976-10-29 00:00:00",964.93
"1976-11-30 00:00:00",947.22
"1976-12-31 00:00:00",1004.65
"1977-01-31 00:00:00",954.37
"1977-02-28 00:00:00",936.42
"1977-03-31 00:00:00",919.13
"1977-04-29 00:00:00",926.9
"1977-05-31 00:00:00",898.66
"1977-06-30 00:00:00",916.3
"1977-07-29 00:00:00",890.07
"1977-08-31 00:00:00",861.49
"1977-09-30 00:00:00",847.11
"1977-10-31 00:00:00",818.35
"1977-11-30 00:00:00",829.7
"1977-12-30 00:00:00",831.17
"1978-01-31 00:00:00",769.92
"1978-02-28 00:00:00",742.12
"1978-03-31 00:00:00",757.36
"1978-04-28 00:00:00",837.32
"1978-05-31 00:00:00",840.61
"1978-06-30 00:00:00",818.95
"1978-07-31 00:00:00",862.27
"1978-08-31 00:00:00",876.82
"1978-09-29 00:00:00",865.82
"1978-10-31 00:00:00",792.45
"1978-11-30 00:00:00",799.03
"1978-12-29 00:00:00",805.01
"1979-01-31 00:00:00",839.22
"1979-02-28 00:00:00",808.82
"1979-03-30 00:00:00",862.18
"1979-04-30 00:00:00",854.9
"1979-05-31 00:00:00",822.33
"1979-06-29 00:00:00",841.98
"1979-07-31 00:00:00",846.42
"1979-08-31 00:00:00",887.63
