Date,Price
2010-01-01,2710
2010-02-01,2520
2010-03-01,2730
2010-04-01,2540
2010-05-01,2750
2010-06-01,2560
2010-07-01,2770
2010-08-01,2580
2010-09-01,2790
2010-10-01,2600
2010-11-01,2810
2010-12-01,2620
2011-01-01,2810
2011-02-01,2620
2011-03-01,2830
2011-04-01,2640
2011-05-01,2850
2011-06-01,2660
2011-07-01,2870
2011-08-01,2680
2011-09-01,2890
2011-10-01,2700
2011-11-01,2910
2011-12-01,2720
2012-01-01,2910
2012-02-01,2720
2012-03-01,2930
2012-04-01,2740
2012-05-01,2950
2012-06-01,2760
2012-07-01,2970
2012-08-01,2780
2012-09-01,2990
2012-10-01,2800
2012-11-01,3010
2012-12-01,2820
2013-01-01,3010
2013-02-01,2820
2013-03-01,3030
2013-04-01,2840
2013-05-01,3050
2013-06-01,2860
2013-07-01,3070
2013-08-01,2880
2013-09-01,3090
2013-10-01,2900
2013-11-01,3110
2013-12-01,2920
2014-01-01,3110
2014-02-01,2920
2014-03-01,3130
2014-04-01,2940
2014-05-01,3150
2014-06-01,2960
2014-07-01,3170
2014-08-01,2980
2014-09-01,3190
2014-10-01,3000
2014-11-01,3210
2014-12-01,3020
2015-01-01,3210
2015-02-01,3020
2015-03-01,3230
2015-04-01,3040
2015-05-01,3250
2015-06-01,3060
2015-07-01,3270
2015-08-01,3080
2015-09-01,3290
2015-10-01,3100
2015-11-01,3310
2015-12-01,3120
2016-01-01,3310
2016-02-01,3120
2016-03-01,3330
2016-04-01,3140
2016-05-01,3350
2016-06-01,3160
2016-07-01,3370
2016-08-01,3180
2016-09-01,3390
2016-10-01,3200
2016-11-01,3410
2016-12-01,3220
2017-01-01,3410
2017-02-01,3220
2017-03-01,3430
2017-04-01,3240
2017-05-01,3450
2017-06-01,3260
2017-07-01,3470
2017-08-01,3280
2017-09-01,3490
2017-10-01,3300
2017-11-01,3510
2017-12-01,3320
2018-01-01,3510
2018-02-01,3320
2018-03-01,3530
2018-04-01,3340
2018-05-01,3550
2018-06-01,3360
2018-07-01,3570
2018-08-01,3380
2018-09-01,3590
2018-10-01,3400
2018-11-01,3610
2018-12-01,3420
2019-01-01,3610
2019-02-01,3420
2019-03-01,3630
2019-04-01,3440
2019-05-01,3650
2019-06-01,3460
2019-07-01,3670
2019-08-01,3480
2019-09-01,3690
2019-10-01,3500
2019-11-01,3710
2019-12-01,3520
2020-01-01,3710
2020-02-01,3520
2020-03-01,3730
2020-04-01,3540
2020-05-01,3750
2020-06-01,3560
2020-07-01,3770
2020-08-01,3580
2020-09-01,3790
2020-10-01,3600
2020-11-01,3810
2020-12-01,3620
2021-01-01,3810
2021-02-01,3620
2021-03-01,3830
2021-04-01,3640
2021-05-01,3850
2021-06-01,3660
2021-07-01,3870
2021-08-01,3680
2021-09-01,3890
2021-10-01,3700
2021-11-01,3910
2021-12-01,3720
2022-01-01,3910
2022-02-01,3720
2022-03-01,3930
2022-04-01,3740
2022-05-01,3950
2022-06-01,3760
2022-07-01,3970
2022-08-01,3780
2022-09-01,3990
2022-10-01,3800
2022-11-01,4010
2022-12-01,3820
2023-01-01,4010
2023-02-01,3820
2023-03-01,4030
2023-04-01,3840
2023-05-01,4050
2023-06-01,3860
2023-07-01,4070
2023-08-01,3880
2023-09-01,4090
2023-10-01,3900
2023-11-01,4110
2023-12-01,3920
2024-01-01,4110
2024-02-01,3920
2024-03-01,4130
2024-04-01,3940
2024-05-01,4150
2024-06-01,3960
2024-07-01,4170
2024-08-01,3980
2024-09-01,4190
2024-10-01,4000
2024-11-01,4210
2024-12-01,4020
2025-01-01,4210
2025-02-01,4020
2025-03-01,4230
